Email,Courses 1,Course 1 Section,Course 1 HW_No,Course 1 HW_Grade,Courses 2,Course 2 Section,Course 2 HW_No,Course 2 HW_Grade,Courses 3,Course 3 Section,Course 3 HW_No,Course 3 HW_Grade
mda7325@lionstate.edu,CMPEN411,1,1,75,MATH140,2,1,96,CSE543,1,1,83
mcr8647@lionstate.edu,STAT319,2,1,61,DS120,1,1,79,EE352,2,1,98
wan5226@lionstate.edu,CMPEN351,2,1,82,CMPEN270,1,1,83,EE212,1,1,81
mpa1579@lionstate.edu,CMPSC360,1,1,86,CMPEN431,2,1,86,MATH231,1,1,82
vle9800@lionstate.edu,CMPSC497,1,1,80,CMPSC448,2,1,78,EE211,1,1,82
mde4739@lionstate.edu,CMPEN362,1,1,96,CMPSC497,2,1,91,PHYS214,2,1,65
rhu1999@lionstate.edu,EE211,1,1,76,CHEM111,1,1,95,CMPSC360,1,1,100
mco7612@lionstate.edu,CHEM112,2,1,77,CMPEN362,2,1,87,CMPSC311,2,1,84
jha8710@lionstate.edu,EE212,1,1,60,CSE583,1,1,85,PHYS214,2,1,91
ivo1134@lionstate.edu,CMPEN362,1,1,71,CSE583,2,1,65,CMPSC465,1,1,80
ire9271@lionstate.edu,PHYS211,1,1,69,EE311,1,1,68,ECON201,2,1,63
mro8475@lionstate.edu,CHEM110,2,1,67,CMPEN441,2,1,84,ECON102,2,1,85
rro5798@lionstate.edu,CMPSC448,2,1,94,MATH140,1,1,76,CMPEN431,1,1,82
rhu3482@lionstate.edu,EE353,2,1,61,CSE583,1,1,92,CMPEN454,1,1,68
mja6117@lionstate.edu,DS120,2,1,96,CHEM111,1,1,81,CHEM110,1,1,70
mma4302@lionstate.edu,ECON201,1,1,100,STAT319,1,1,75,CMPEN441,1,1,94
mam2014@lionstate.edu,CMPEN331,2,1,96,CMPSC132,2,1,63,ECON101,1,1,86
jma7277@lionstate.edu,EE340,2,1,65,CHEM111,2,1,90,ECON102,2,1,98
mzi4705@lionstate.edu,CMPEN362,1,1,98,CMPSC448,2,1,73,STAT318,2,1,60
kmc2382@lionstate.edu,CHEM110,1,1,79,CMPSC431W,1,1,93,EE212,1,1,62
omu5991@lionstate.edu,CMPSC221,2,1,71,ECON102,2,1,67,EE352,1,1,85
jma1975@lionstate.edu,MATH230,2,1,83,CMPSC132,2,1,97,ECON102,1,1,71
jke6352@lionstate.edu,CMPEN431,1,1,85,CMPEN362,2,1,91,CMPEN270,2,1,78
rle2901@lionstate.edu,CMPEN362,2,1,84,CMPEN351,1,1,66,ECON201,2,1,84
mgr5494@lionstate.edu,IST128,2,1,83,CHEM111,1,1,83,ECON102,1,1,62
lbe3921@lionstate.edu,DS120,2,1,62,CSE543,1,1,78,CMPSC311,2,1,75
ppa6961@lionstate.edu,PHYS211,2,1,88,CMPSC475,1,1,66,EE340,1,1,64
swa7358@lionstate.edu,CSE583,1,1,62,STAT415,2,1,85,STAT319,2,1,84
lmo1800@lionstate.edu,DS220,2,1,82,CSE543,1,1,62,MATH230,2,1,75
mha4751@lionstate.edu,EE211,1,1,80,CMPSC475,1,1,62,PHYS213,1,1,67
kwi7687@lionstate.edu,CMPSC311,2,1,86,CMPEN454,1,1,100,EE330,1,1,91
pab5129@lionstate.edu,IST558,2,1,98,CHEM110,1,1,68,ECON101,1,1,61
swi5077@lionstate.edu,EE211,2,1,65,CMPEN331,2,1,65,EE352,2,1,87
rla2797@lionstate.edu,IST110,2,1,72,CMPSC132,2,1,86,CMPEN331,1,1,95
sbr3123@lionstate.edu,EE211,1,1,88,CSE543,1,1,60,EE352,2,1,73
lmo4016@lionstate.edu,MATH141,1,1,65,EE330,2,1,74,CSE543,2,1,71
mmc7342@lionstate.edu,STAT319,2,1,72,CMPSC461,2,1,84,DS220,1,1,96
sdo3750@lionstate.edu,EE340,1,1,75,STAT319,1,1,61,CMPSC360,2,1,93
mzi8291@lionstate.edu,CHEM110,2,1,84,CSE543,2,1,80,EE330,1,1,85
mom6938@lionstate.edu,CSE583,1,1,91,MATH230,1,1,75,PHYS213,1,1,100
msc9287@lionstate.edu,ECON101,2,1,88,STAT414,1,1,65,EE320,1,1,98
wru8295@lionstate.edu,DS120,2,1,78,EE320,2,1,92,CMPEN362,1,1,99
oup4229@lionstate.edu,MATH141,1,1,90,CMPSC221,1,1,66,CMPEN331,1,1,68
mli2334@lionstate.edu,DS220,2,1,72,EE211,2,1,91,PHYS213,1,1,61
lhe3112@lionstate.edu,ECON102,1,1,98,CMPSC448,1,1,63,MATH140,2,1,90
rsc9635@lionstate.edu,CMPEN411,1,1,89,STAT319,2,1,92,CMPEN331,1,1,88
mbr9751@lionstate.edu,STAT319,2,1,90,EE353,2,1,98,MATH141,2,1,78
mhi9404@lionstate.edu,DS120,2,1,86,CMPEN351,1,1,61,CMPEN270,2,1,87
sgr1450@lionstate.edu,ECON201,2,1,95,EE210,2,1,83,CMPSC131,1,1,88
slu4029@lionstate.edu,CHEM111,2,1,70,CMPSC465,2,1,73,CSE583,1,1,63
tzu3964@lionstate.edu,EE352,2,1,94,CMPSC131,2,1,84,PHYS211,1,1,61
bkr1614@lionstate.edu,ECON102,1,1,83,CMPEN454,2,1,80,CMPEN411,2,1,80
afe9226@lionstate.edu,EE211,2,1,95,CMPSC360,2,1,67,MATH231,2,1,67
atr7724@lionstate.edu,DS120,2,1,87,STAT414,2,1,71,CMPSC475,1,1,67
bbe1971@lionstate.edu,CMPEN441,1,1,89,CMPSC461,1,1,85,CHEM112,2,1,76
abl5494@lionstate.edu,DS220,1,1,72,CMPSC461,1,1,73,CMPSC132,1,1,78
asc7849@lionstate.edu,EE352,2,1,67,CMPEN431,2,1,78,EE330,2,1,86
asc2462@lionstate.edu,EE353,1,1,73,CMPSC475,2,1,76,PHYS214,2,1,70
amc6705@lionstate.edu,CHEM110,1,1,99,EE330,1,1,69,CSE543,1,1,96
abe7143@lionstate.edu,EE353,2,1,85,DS120,1,1,97,EE320,2,1,69
abu4594@lionstate.edu,IST110,1,1,88,DS120,1,1,68,CMPSC448,1,1,93
agl6867@lionstate.edu,MATH231,1,1,84,DS220,2,1,68,CHEM112,1,1,83
aer4333@lionstate.edu,CMPSC497,1,1,86,STAT319,1,1,91,CMPEN454,2,1,65
asc3862@lionstate.edu,CSE583,2,1,97,PHYS212,1,1,92,CMPEN351,2,1,99
asp5352@lionstate.edu,DS220,1,1,94,CMPEN362,1,1,98,ECON101,2,1,85
aho2701@lionstate.edu,IST128,2,1,95,IST110,1,1,66,CMPSC132,1,1,99
acr7084@lionstate.edu,CSE583,2,1,61,CMPEN441,2,1,76,CMPSC461,1,1,98
bst2160@lionstate.edu,CMPSC431W,2,1,63,CSE583,2,1,72,IST128,1,1,62
ari8290@lionstate.edu,CMPEN454,1,1,63,CMPSC131,2,1,60,CMPEN270,1,1,71
bke6313@lionstate.edu,ECON101,2,1,95,CMPEN270,1,1,96,STAT414,2,1,68
ahe6284@lionstate.edu,CMPEN351,2,1,85,PHYS213,1,1,81,EE311,1,1,100
ast8005@lionstate.edu,CMPEN362,1,1,81,EE330,1,1,90,DS220,1,1,80
aha8564@lionstate.edu,MATH140,1,1,67,CMPEN411,2,1,98,CMPSC497,2,1,86
bly7859@lionstate.edu,PHYS213,2,1,95,STAT318,1,1,63,EE353,1,1,84
bpa6768@lionstate.edu,CMPEN270,2,1,88,CMPSC461,2,1,76,IST558,2,1,88
ahe1279@lionstate.edu,CMPEN411,2,1,73,STAT414,1,1,90,CMPSC497,2,1,94
awa9571@lionstate.edu,CMPEN351,1,1,71,MATH140,1,1,68,STAT415,2,1,89
apa2541@lionstate.edu,CHEM111,1,1,75,DS220,1,1,89,EE210,2,1,64
awa1809@lionstate.edu,CMPEN351,1,1,65,EE311,1,1,76,STAT414,1,1,75
abr2628@lionstate.edu,MATH141,1,1,95,CMPEN411,2,1,95,MATH230,2,1,88
asi6829@lionstate.edu,EE212,2,1,90,CMPEN351,1,1,77,CMPEN362,1,1,91
awi4582@lionstate.edu,ECON102,2,1,99,CMPSC360,1,1,97,EE353,2,1,70
abl8902@lionstate.edu,CMPSC311,2,1,97,STAT414,1,1,79,STAT318,2,1,72
ayo6298@lionstate.edu,EE211,1,1,94,ECON101,2,1,96,CMPEN411,2,1,75
ama3077@lionstate.edu,PHYS213,1,1,90,CMPSC461,2,1,77,DS120,2,1,66
co'1788@lionstate.edu,CMPSC431W,1,1,65,CMPSC131,2,1,75,CMPEN411,1,1,76
bgi3522@lionstate.edu,ECON201,1,1,94,IST558,2,1,74,CMPEN331,2,1,71
czb9309@lionstate.edu,CMPEN454,1,1,99,CMPSC311,1,1,90,CMPEN362,1,1,91
cha9704@lionstate.edu,CMPEN454,2,1,88,CMPSC461,1,1,62,PHYS213,1,1,88
ama6515@lionstate.edu,MATH140,2,1,69,CMPEN454,2,1,68,IST558,1,1,96
cgi1101@lionstate.edu,CMPSC221,1,1,69,CMPEN331,1,1,95,EE353,1,1,71
cha2583@lionstate.edu,CMPSC131,1,1,60,CMPSC132,2,1,70,EE311,2,1,91
cdo9201@lionstate.edu,EE352,2,1,75,CSE583,1,1,90,CMPSC461,1,1,99
bbe7235@lionstate.edu,PHYS214,1,1,65,CMPSC465,2,1,60,CSE583,1,1,70
aje9160@lionstate.edu,CMPSC461,2,1,89,CMPEN270,1,1,91,MATH141,2,1,98
csp7875@lionstate.edu,EE212,1,1,68,EE311,2,1,77,CMPSC132,1,1,77
ali7453@lionstate.edu,CHEM110,2,1,98,CMPSC461,2,1,62,EE212,2,1,85
dgo8205@lionstate.edu,CMPSC311,1,1,85,MATH140,2,1,64,CMPSC431W,1,1,89
awi7768@lionstate.edu,PHYS214,2,1,85,ECON201,2,1,99,CMPSC448,2,1,60
bre4160@lionstate.edu,EE212,2,1,81,STAT415,2,1,63,CMPSC132,1,1,70
cbi3526@lionstate.edu,MATH231,1,1,72,CMPEN454,1,1,74,EE211,1,1,97
dhu6635@lionstate.edu,MATH140,1,1,84,CHEM112,1,1,72,CHEM110,1,1,77
bpa2803@lionstate.edu,CMPEN441,2,1,84,CMPSC132,1,1,92,MATH140,2,1,60
cgu3158@lionstate.edu,CMPEN351,1,1,98,EE340,1,1,70,CMPEN270,1,1,61
cos1799@lionstate.edu,CMPSC132,2,1,67,MATH230,2,1,86,CMPSC131,1,1,72
dka4769@lionstate.edu,IST558,1,1,90,IST128,2,1,84,CMPEN331,1,1,100
ago3924@lionstate.edu,ECON102,1,1,72,CMPEN431,2,1,89,CSE583,2,1,80
bha9246@lionstate.edu,CMPEN411,2,1,65,CMPSC131,1,1,62,CMPSC221,1,1,99
ast8438@lionstate.edu,CMPSC132,1,1,97,CMPSC448,1,1,62,CSE583,1,1,80
bko7832@lionstate.edu,CSE583,2,1,86,PHYS214,2,1,60,STAT319,1,1,99
dsh8625@lionstate.edu,MATH230,2,1,77,CSE543,1,1,98,CMPEN441,2,1,73
acr2307@lionstate.edu,IST110,1,1,98,CMPEN441,1,1,72,CMPSC465,2,1,72
cku1462@lionstate.edu,STAT415,2,1,69,CSE583,1,1,96,EE353,2,1,71
cfl5329@lionstate.edu,STAT415,1,1,100,CHEM111,1,1,83,CMPSC448,2,1,62
bre8066@lionstate.edu,CMPSC497,1,1,94,DS220,2,1,86,IST558,1,1,93
cre5153@lionstate.edu,CMPEN441,1,1,88,CHEM110,1,1,85,MATH230,2,1,70
che7946@lionstate.edu,CHEM111,2,1,93,MATH141,1,1,74,MATH230,2,1,83
dhe6440@lionstate.edu,PHYS211,1,1,89,CMPEN441,1,1,92,CMPSC475,1,1,64
bja8759@lionstate.edu,EE320,1,1,93,STAT319,1,1,93,IST110,1,1,60
chi8541@lionstate.edu,CHEM112,2,1,94,DS220,2,1,90,MATH140,1,1,89
aku9191@lionstate.edu,MATH140,1,1,90,CMPSC465,2,1,81,EE330,2,1,63
ago2420@lionstate.edu,CMPEN331,1,1,79,MATH231,1,1,92,CMPEN270,2,1,60
bbe6804@lionstate.edu,CMPSC475,2,1,76,CSE543,2,1,77,CMPSC131,1,1,70
awi6807@lionstate.edu,MATH231,2,1,61,PHYS214,1,1,60,PHYS211,2,1,81
cra1384@lionstate.edu,CMPSC132,2,1,68,CMPSC131,2,1,88,CMPEN431,1,1,79
cni4777@lionstate.edu,CMPSC132,1,1,87,STAT415,1,1,65,ECON201,2,1,94
bmu5779@lionstate.edu,ECON102,2,1,94,PHYS214,2,1,71,STAT415,1,1,73
cru1287@lionstate.edu,ECON102,2,1,96,EE352,2,1,83,CMPSC431W,2,1,83
abr2910@lionstate.edu,CMPSC465,1,1,65,CMPEN362,2,1,93,EE210,1,1,91
cro4659@lionstate.edu,DS220,2,1,78,CMPSC311,2,1,67,EE210,1,1,93
asc7710@lionstate.edu,CMPSC132,1,1,95,MATH140,2,1,64,CHEM110,1,1,77
bbi5217@lionstate.edu,DS120,1,1,68,PHYS212,1,1,78,MATH231,2,1,99
cwi9696@lionstate.edu,EE320,1,1,60,IST128,2,1,61,IST558,1,1,84
amu1271@lionstate.edu,CMPSC475,2,1,90,CMPSC448,2,1,73,PHYS214,1,1,88
cbr3311@lionstate.edu,ECON101,1,1,63,PHYS212,2,1,76,CSE543,2,1,68
ahu9998@lionstate.edu,ECON101,1,1,91,DS220,1,1,87,STAT414,1,1,78
bhu8777@lionstate.edu,CMPSC465,2,1,90,EE311,1,1,79,CMPEN362,1,1,85
cke5626@lionstate.edu,CMPEN431,2,1,65,EE212,2,1,66,STAT319,2,1,83
cre3514@lionstate.edu,CMPSC311,1,1,69,PHYS212,2,1,73,MATH140,2,1,73
aan1394@lionstate.edu,CMPEN331,2,1,98,CMPSC497,1,1,88,DS220,1,1,73
cre5333@lionstate.edu,CMPSC448,2,1,66,CMPEN351,1,1,96,CMPEN411,1,1,76
cti9525@lionstate.edu,CMPEN441,1,1,62,CSE543,2,1,67,MATH231,2,1,85
bwi3191@lionstate.edu,IST110,2,1,83,ECON102,2,1,75,CMPSC465,1,1,95
cgr2892@lionstate.edu,DS120,2,1,100,CMPEN362,2,1,66,CMPSC221,2,1,65
cch7675@lionstate.edu,MATH231,2,1,75,CHEM112,1,1,81,ECON101,1,1,65
cco4658@lionstate.edu,EE212,2,1,78,CMPEN454,1,1,71,CMPSC448,2,1,98
car7539@lionstate.edu,DS120,1,1,63,CMPSC311,1,1,88,ECON102,1,1,97
cqu9106@lionstate.edu,PHYS212,1,1,69,STAT319,1,1,81,EE352,2,1,76
cni4297@lionstate.edu,CHEM112,2,1,98,CMPSC475,2,1,91,PHYS211,1,1,66
bla8825@lionstate.edu,CMPSC311,1,1,82,IST558,2,1,99,EE320,2,1,72
ban4029@lionstate.edu,STAT414,2,1,66,CMPSC311,2,1,78,EE210,1,1,79
cwi9611@lionstate.edu,IST110,2,1,81,CMPSC311,2,1,75,CMPSC221,1,1,99
cma2608@lionstate.edu,MATH140,1,1,93,EE330,2,1,65,EE211,1,1,94
cke2909@lionstate.edu,IST110,1,1,67,CMPSC448,2,1,63,CMPSC360,2,1,90
con6570@lionstate.edu,CMPEN362,1,1,72,EE340,1,1,70,DS120,1,1,94
csc4424@lionstate.edu,CMPEN441,1,1,60,EE352,2,1,63,STAT414,2,1,64
bco6864@lionstate.edu,CMPEN431,1,1,61,STAT415,2,1,89,STAT319,2,1,93
afe8207@lionstate.edu,MATH230,2,1,88,STAT415,2,1,91,CMPEN331,1,1,91
amo1787@lionstate.edu,EE211,2,1,61,EE340,1,1,83,PHYS211,2,1,70
bpa4624@lionstate.edu,EE320,2,1,79,EE311,1,1,86,PHYS213,2,1,77
cwe7743@lionstate.edu,DS220,2,1,76,CMPEN331,1,1,91,CMPSC448,1,1,91
bla3620@lionstate.edu,CMPSC221,2,1,70,CMPSC475,2,1,98,DS120,1,1,85
csp1832@lionstate.edu,CHEM111,1,1,78,CMPEN362,2,1,76,IST110,1,1,68
aha9580@lionstate.edu,DS120,1,1,91,STAT415,2,1,79,EE210,2,1,93
csc4465@lionstate.edu,PHYS213,1,1,89,MATH230,2,1,65,MATH140,2,1,73
bke2342@lionstate.edu,CHEM111,1,1,79,EE340,1,1,82,EE352,1,1,91
che2186@lionstate.edu,CMPSC221,2,1,85,CMPSC132,2,1,61,MATH231,2,1,76
aro5610@lionstate.edu,EE211,2,1,98,MATH231,2,1,90,IST110,2,1,93
bmu2685@lionstate.edu,EE330,1,1,67,CMPSC221,2,1,67,IST110,1,1,92
bsh2898@lionstate.edu,CMPSC360,2,1,78,CMPEN270,2,1,67,CMPEN441,1,1,63
cau6355@lionstate.edu,STAT318,1,1,75,EE311,2,1,81,CMPSC465,1,1,74
cba9384@lionstate.edu,CMPEN331,2,1,88,STAT318,2,1,69,DS220,1,1,80
dho6824@lionstate.edu,CMPSC131,1,1,87,CMPEN351,2,1,75,IST558,1,1,97
ali8320@lionstate.edu,CMPEN454,1,1,92,CMPEN362,2,1,71,ECON201,1,1,65
aku5912@lionstate.edu,EE210,2,1,63,MATH230,1,1,71,MATH140,2,1,99
cal6530@lionstate.edu,EE340,2,1,95,STAT414,2,1,98,CMPEN441,2,1,82
ast1417@lionstate.edu,PHYS214,2,1,81,CMPEN351,2,1,63,CMPSC465,1,1,73
cke2083@lionstate.edu,DS220,2,1,77,PHYS211,1,1,94,CMPSC131,1,1,91
dro6812@lionstate.edu,CMPSC132,1,1,66,IST110,2,1,90,EE210,2,1,97
csc6517@lionstate.edu,CMPSC461,1,1,67,CMPEN441,1,1,73,STAT414,2,1,61
bdo2641@lionstate.edu,CMPEN331,2,1,68,CHEM112,2,1,80,ECON101,2,1,71
ble4792@lionstate.edu,EE353,2,1,66,EE330,2,1,66,CMPEN270,1,1,74
bol9798@lionstate.edu,ECON201,2,1,94,MATH141,2,1,63,EE212,1,1,64
cke5290@lionstate.edu,IST110,1,1,81,ECON101,1,1,98,MATH231,2,1,79
agu4622@lionstate.edu,STAT415,1,1,84,CMPEN431,1,1,68,CSE583,2,1,74
bfa8479@lionstate.edu,CSE543,1,1,68,PHYS213,1,1,96,PHYS211,2,1,76
dba2379@lionstate.edu,MATH140,1,1,96,CMPSC431W,2,1,84,CMPEN431,2,1,87
asc5301@lionstate.edu,CMPSC448,1,1,73,CMPSC497,1,1,75,CSE543,1,1,71
cda4101@lionstate.edu,EE353,1,1,64,PHYS211,1,1,87,CHEM111,2,1,94
aja6920@lionstate.edu,CMPSC461,2,1,65,DS220,1,1,86,CMPEN362,2,1,87
aef3745@lionstate.edu,CMPEN270,1,1,99,STAT415,1,1,89,CHEM111,2,1,70
cco1519@lionstate.edu,CMPSC461,1,1,79,MATH141,2,1,62,EE212,2,1,94
bro8229@lionstate.edu,MATH231,1,1,81,CMPEN431,1,1,76,PHYS213,1,1,69
dcr2568@lionstate.edu,CMPSC448,1,1,81,EE353,1,1,63,CHEM111,1,1,69
apo8918@lionstate.edu,CMPEN411,2,1,94,EE320,2,1,84,CMPEN331,2,1,80
bbe8960@lionstate.edu,EE352,2,1,60,MATH141,2,1,63,EE212,2,1,86
cpr2105@lionstate.edu,PHYS212,2,1,75,STAT319,2,1,83,PHYS211,2,1,74
dhi1400@lionstate.edu,CMPEN351,1,1,86,EE330,1,1,89,CMPEN411,1,1,72
ao'9620@lionstate.edu,CMPSC497,2,1,66,ECON201,1,1,61,EE330,2,1,68
cst7897@lionstate.edu,CMPEN411,1,1,66,EE311,1,1,81,CMPEN331,2,1,90
cwi9823@lionstate.edu,ECON201,1,1,75,ECON102,2,1,85,MATH140,1,1,71
cmu4682@lionstate.edu,EE210,2,1,69,PHYS214,2,1,97,CMPSC360,1,1,94
abr4642@lionstate.edu,CSE543,2,1,74,MATH141,1,1,92,CMPSC497,2,1,69
cwa6554@lionstate.edu,IST128,2,1,74,PHYS213,1,1,92,CMPEN411,2,1,99
awo8057@lionstate.edu,ECON102,1,1,96,STAT318,2,1,94,EE340,1,1,70
cba7752@lionstate.edu,CMPEN270,1,1,97,CMPEN411,2,1,72,STAT319,2,1,61
btu9894@lionstate.edu,CMPEN411,1,1,90,EE212,1,1,75,CSE583,2,1,100
cst5445@lionstate.edu,CHEM112,1,1,94,CMPSC465,1,1,68,STAT319,2,1,93
dbo6055@lionstate.edu,CMPEN411,2,1,83,ECON102,1,1,71,CMPSC360,1,1,94
csi7325@lionstate.edu,EE210,1,1,62,CMPEN351,1,1,69,CMPEN270,2,1,96
eho2438@lionstate.edu,STAT415,1,1,69,PHYS213,2,1,84,CMPEN270,1,1,85
gla6703@lionstate.edu,EE330,2,1,72,STAT318,2,1,63,CMPEN270,2,1,61
eul3401@lionstate.edu,ECON101,2,1,92,ECON102,2,1,67,CMPEN351,1,1,77
gje5238@lionstate.edu,EE210,2,1,71,CMPEN454,1,1,90,ECON102,1,1,92
fem3105@lionstate.edu,CMPEN351,1,1,87,CSE543,1,1,66,ECON201,2,1,63
ewa3673@lionstate.edu,EE211,2,1,89,EE340,2,1,78,CHEM111,1,1,98
eda6907@lionstate.edu,EE353,2,1,63,EE330,2,1,70,CSE583,1,1,98
gpa9063@lionstate.edu,CMPEN411,2,1,63,CMPSC448,1,1,87,EE311,2,1,91
isc1736@lionstate.edu,EE352,1,1,91,STAT415,1,1,93,ECON201,1,1,64
iem2812@lionstate.edu,CMPEN431,2,1,63,CMPSC461,1,1,65,PHYS214,2,1,61
eko8983@lionstate.edu,EE210,2,1,67,CHEM112,2,1,65,PHYS214,1,1,69
gja2457@lionstate.edu,EE352,2,1,66,ECON101,2,1,84,CHEM111,1,1,70
dgu6109@lionstate.edu,EE311,1,1,80,DS120,1,1,64,EE352,2,1,75
emo2262@lionstate.edu,EE330,2,1,82,CHEM112,2,1,61,EE320,1,1,70
dbu9499@lionstate.edu,IST110,2,1,69,CMPSC360,1,1,82,MATH230,2,1,94
gle6196@lionstate.edu,MATH140,1,1,88,CMPSC221,2,1,99,CMPSC448,2,1,100
das7737@lionstate.edu,CMPSC221,2,1,79,PHYS213,2,1,70,DS120,1,1,91
eda3706@lionstate.edu,DS220,2,1,74,ECON101,1,1,100,CMPEN331,1,1,70
gri9899@lionstate.edu,CMPSC360,1,1,76,CMPEN441,1,1,78,IST558,1,1,76
fko5077@lionstate.edu,EE353,1,1,78,STAT414,1,1,96,STAT415,1,1,90
eau5556@lionstate.edu,EE320,2,1,82,ECON101,2,1,63,STAT414,2,1,73
dle5410@lionstate.edu,CMPEN270,1,1,85,CMPSC448,1,1,80,IST110,1,1,67
dka3721@lionstate.edu,CSE543,2,1,62,CMPSC131,2,1,100,PHYS213,2,1,95
do'6054@lionstate.edu,CMPEN351,2,1,74,CMPEN331,1,1,100,EE320,1,1,66
ewa2037@lionstate.edu,MATH231,1,1,75,CMPEN351,2,1,69,STAT318,1,1,87
dwu9169@lionstate.edu,EE340,2,1,94,CMPEN331,2,1,73,CSE543,1,1,68
fo'6167@lionstate.edu,MATH231,1,1,73,CHEM111,1,1,61,EE210,2,1,67
don6643@lionstate.edu,CMPSC360,1,1,79,CSE583,2,1,86,EE212,2,1,83
dle3899@lionstate.edu,IST558,1,1,99,MATH230,2,1,91,ECON101,2,1,98
hco5500@lionstate.edu,CMPEN362,1,1,85,DS120,2,1,65,CMPSC132,2,1,86
fwi8821@lionstate.edu,PHYS214,1,1,65,ECON101,2,1,76,CMPSC360,1,1,89
fbe8649@lionstate.edu,CMPEN351,2,1,79,CMPSC131,2,1,89,CMPSC461,1,1,60
ejo5512@lionstate.edu,PHYS214,1,1,87,CMPEN351,2,1,64,CMPSC311,2,1,87
gsp6165@lionstate.edu,DS120,2,1,79,ECON101,1,1,78,CMPEN454,1,1,61
hsc7353@lionstate.edu,IST110,2,1,88,EE320,2,1,97,CHEM112,2,1,67
ere1755@lionstate.edu,CMPSC221,1,1,66,PHYS211,1,1,84,CMPSC448,2,1,89
gba7661@lionstate.edu,ECON102,2,1,90,MATH230,1,1,77,CMPSC221,1,1,72
eha5861@lionstate.edu,EE340,1,1,81,MATH141,2,1,99,CMPEN331,2,1,71
dsc6643@lionstate.edu,STAT318,1,1,86,ECON102,2,1,99,EE353,1,1,97
dwi1180@lionstate.edu,EE353,2,1,64,EE340,1,1,62,MATH140,1,1,68
ebe7690@lionstate.edu,CMPSC311,1,1,60,CMPSC360,1,1,92,MATH141,1,1,81
gbr1918@lionstate.edu,MATH141,1,1,87,IST558,2,1,84,CMPSC448,2,1,97
ebo5772@lionstate.edu,EE212,1,1,82,EE311,2,1,66,STAT415,2,1,92
fmu1882@lionstate.edu,EE330,2,1,63,CMPSC497,1,1,85,STAT415,2,1,93
ili9357@lionstate.edu,CMPEN454,2,1,67,EE212,1,1,86,ECON101,2,1,81
ebe1511@lionstate.edu,STAT319,2,1,84,CSE543,2,1,81,CMPSC465,1,1,93
gbe6590@lionstate.edu,CMPEN331,2,1,98,CMPSC465,1,1,61,IST110,1,1,61
elo4775@lionstate.edu,CMPSC475,1,1,75,PHYS214,1,1,74,PHYS212,2,1,81
dza5980@lionstate.edu,EE210,1,1,73,STAT319,2,1,83,MATH140,1,1,65
emi8232@lionstate.edu,CMPSC448,1,1,92,CSE583,2,1,83,MATH140,1,1,94
dde2898@lionstate.edu,CMPSC465,2,1,91,EE211,2,1,78,CMPSC475,2,1,73
hbe2422@lionstate.edu,CMPSC465,2,1,89,CSE583,2,1,98,CMPEN351,2,1,88
dul8690@lionstate.edu,EE330,1,1,100,CMPSC448,1,1,70,CMPSC461,1,1,61
dos5296@lionstate.edu,CMPSC431W,2,1,76,CMPEN362,1,1,87,CMPSC475,2,1,82
hha5862@lionstate.edu,MATH231,2,1,96,CSE583,1,1,72,PHYS213,2,1,77
gli8369@lionstate.edu,PHYS212,2,1,71,MATH141,1,1,75,CMPEN454,1,1,73
dsy2833@lionstate.edu,PHYS214,2,1,99,CHEM112,1,1,61,CMPSC132,1,1,96
eja9335@lionstate.edu,CMPSC131,1,1,99,MATH141,1,1,63,IST558,1,1,74
dto9651@lionstate.edu,CMPSC221,1,1,84,CSE543,1,1,88,CMPSC461,1,1,73
gha1127@lionstate.edu,MATH140,1,1,92,CMPSC311,2,1,86,CMPSC461,2,1,88
dgr2584@lionstate.edu,EE340,1,1,80,EE210,2,1,91,CMPSC360,2,1,74
hqu9235@lionstate.edu,PHYS214,1,1,82,CMPEN431,1,1,88,ECON201,2,1,89
dli7331@lionstate.edu,EE320,2,1,70,IST128,2,1,96,CSE543,1,1,89
fke9331@lionstate.edu,EE352,1,1,60,CMPEN270,2,1,91,EE320,2,1,74
hsc9271@lionstate.edu,MATH230,1,1,63,CMPSC461,2,1,90,STAT318,1,1,61
ega5701@lionstate.edu,ECON201,1,1,60,CSE543,2,1,62,STAT319,2,1,68
eha3605@lionstate.edu,CMPEN270,2,1,68,IST558,1,1,81,CMPSC221,1,1,75
dgr3445@lionstate.edu,EE311,1,1,72,EE210,1,1,82,CHEM112,2,1,81
ewi7719@lionstate.edu,EE320,1,1,74,EE210,2,1,84,MATH230,1,1,77
dra6398@lionstate.edu,MATH140,2,1,100,EE211,2,1,84,CMPEN441,2,1,70
iba6268@lionstate.edu,CMPSC461,2,1,66,DS120,2,1,91,CMPEN411,2,1,77
efe7194@lionstate.edu,STAT414,1,1,74,EE320,2,1,76,CMPEN351,1,1,87
hsa7005@lionstate.edu,CMPEN431,2,1,67,CMPSC448,1,1,99,CSE583,2,1,100
dhe4675@lionstate.edu,STAT318,1,1,85,CMPSC465,1,1,75,CMPSC431W,2,1,62
glu5165@lionstate.edu,DS220,1,1,74,MATH140,1,1,75,EE210,2,1,65
gro7380@lionstate.edu,PHYS211,2,1,83,CMPEN441,1,1,61,EE330,1,1,78
hmc3828@lionstate.edu,PHYS214,1,1,73,EE330,1,1,71,CMPEN431,1,1,89
era1993@lionstate.edu,CMPSC311,1,1,72,CMPEN362,2,1,96,EE211,1,1,89
